# NLCE Partial Sum up to Order 2
# Temperature  Energy  Specific_Heat  Entropy  Free_Energy
1.000000000000e-01  -2.542692418330e-01  -9.779542430421e-04  -7.662138045570e+00  5.119445627240e-01
1.170779913723e-01  -2.542966276919e-01  -2.222232539673e-03  -6.630188400781e+00  5.219525126913e-01
1.370725606377e-01  -2.543437764236e-01  -1.764598634476e-03  -5.748926489399e+00  5.336762983960e-01
1.604818007171e-01  -2.542893748539e-01  9.097258476132e-03  -4.995550314114e+00  5.474055351282e-01
1.878888687977e-01  -2.535783398520e-01  4.837635444809e-02  -4.348352464650e+00  5.634286858646e-01
2.199765136004e-01  -2.507230963598e-01  1.365536594200e-01  -3.785138087769e+00  5.819183836839e-01
2.575440836141e-01  -2.430390639224e-01  2.755797296519e-01  -3.283945961273e+00  6.027217893120e-01
3.015274399936e-01  -2.273888695089e-01  4.296001648397e-01  -2.827379109122e+00  6.251435151559e-01
3.530222701807e-01  -2.020819190345e-01  5.381700200992e-01  -2.407794943924e+00  6.479233181991e-01
4.133113830244e-01  -1.684758425524e-01  5.609262216121e-01  -2.027564060862e+00  6.695394636128e-01
4.838966653580e-01  -1.305506956598e-01  5.046585398808e-01  -1.692991349286e+00  6.886821727394e-01
5.665364961185e-01  -9.288439059982e-02  4.057145214309e-01  -1.407610849215e+00  7.045785278130e-01
6.632895500465e-01  -5.897426559449e-02  2.988825009159e-01  -1.169933798323e+00  7.170305970793e-01
7.765660821766e-01  -3.078770728859e-02  2.042322446058e-01  -9.748863568917e-01  7.262759714502e-01
9.091879706908e-01  -9.014512875532e-03  1.296559241831e-01  -8.159280469857e-01  7.328174523931e-01
1.064459013883e+00  6.597334457863e-03  7.622930348877e-02  -6.864346895737e-01  7.372789272167e-01
1.246247232436e+00  1.695674030035e-02  4.143216109214e-02  -5.804084364156e-01  7.402891478655e-01
1.459081227268e+00  2.332906493678e-02  2.097977430791e-02  -4.928209686457e-01  7.423948886918e-01
1.708262993376e+00  2.702824776291e-02  1.025222987343e-02  -4.197151312632e-01  7.440120742596e-01
2.000000000000e+00  2.917982419463e-02  5.323696746306e-03  -3.581182758813e-01  7.454163759572e-01
