# NLCE Partial Sum up to Order 2
# Temperature  Energy  Specific_Heat  Entropy  Free_Energy
1.000000000000e-01  -2.590972123899e-01  -7.882826339228e-02  -2.692467950785e+00  1.014958268855e-02
1.170779913723e-01  -2.617694178073e-01  -2.579700985654e-01  -1.968755646338e+00  -3.127146123120e-02
1.370725606377e-01  -2.706647939656e-01  -6.697419166284e-01  -1.399147356602e+00  -7.888008308674e-02
1.604818007171e-01  -2.945066907064e-01  -1.402287853034e+00  -1.012502955253e+00  -1.320183932161e-01
1.878888687977e-01  -3.463206406794e-01  -2.369793775405e+00  -8.424597424765e-01  -1.880318326579e-01
2.199765136004e-01  -4.370423454042e-01  -3.195478482702e+00  -8.883996059741e-01  -2.416152973980e-01
2.575440836141e-01  -5.634019227689e-01  -3.393393695520e+00  -1.078273358059e+00  -2.856989988820e-01
3.015274399936e-01  -7.022765952003e-01  -2.827891576288e+00  -1.286853955694e+00  -3.142548162945e-01
3.530222701807e-01  -8.228364791250e-01  -1.855318538562e+00  -1.409948715258e+00  -3.250931828261e-01
4.133113830244e-01  -9.052477323711e-01  -9.406262686026e-01  -1.415485173841e+00  -3.202115975205e-01
4.838966653580e-01  -9.471617136638e-01  -3.168514006573e-01  -1.329418950100e+00  -3.038603168468e-01
5.665364961185e-01  -9.575058801435e-01  1.642370363064e-02  -1.195258299464e+00  -2.803484312085e-01
6.632895500465e-01  -9.478969232433e-01  1.548460682459e-01  -1.047848900508e+00  -2.528696975085e-01
7.765660821766e-01  -9.275619749653e-01  1.926287587869e-01  -9.068468380332e-01  -2.233354788196e-01
9.091879706908e-01  -9.019273415025e-01  1.906378049906e-01  -7.800419461728e-01  -1.927225874079e-01
1.064459013883e+00  -8.732717757226e-01  1.782909302488e-01  -6.686448490371e-01  -1.615267390785e-01
1.246247232436e+00  -8.420822765295e-01  1.652933584964e-01  -5.712945127309e-01  -1.301080711330e-01
1.459081227268e+00  -8.082923887153e-01  1.524927671853e-01  -4.862146579059e-01  -9.886570894215e-02
1.708262993376e+00  -7.720368086312e-01  1.385987248034e-01  -4.119789419267e-01  -6.826842808779e-02
2.000000000000e+00  -7.338984796767e-01  1.229954060562e-01  -3.475465662818e-01  -3.880534711316e-02
