# NLCE Partial Sum up to Order 1
# Temperature  Energy  Specific_Heat  Entropy  Free_Energy
1.000000000000e-01  -7.625276272806e-01  1.299700244898e-02  -1.658956043146e+01  8.964284158655e-01
1.170779913723e-01  -7.620905701601e-01  4.201980479928e-02  -1.436063824090e+01  9.192241099089e-01
1.370725606377e-01  -7.606445270905e-01  1.089392766307e-01  -1.244897633472e+01  9.457685364276e-01
1.604818007171e-01  -7.567337036470e-01  2.323553580381e-01  -1.079970222655e+01  9.764219568787e-01
1.878888687977e-01  -7.479171049979e-01  4.146482545094e-01  -9.362943207066e+00  1.011275702795e+00
2.199765136004e-01  -7.311492216930e-01  6.250772290568e-01  -8.096806061231e+00  1.049957946955e+00
2.575440836141e-01  -7.040485230250e-01  8.016009740510e-01  -6.971985152271e+00  1.091545003988e+00
3.015274399936e-01  -6.665052280293e-01  8.848285319897e-01  -5.973664344121e+00  1.134718489034e+00
3.530222701807e-01  -6.211739486066e-01  8.603386457131e-01  -5.096921589725e+00  1.178152881931e+00
4.133113830244e-01  -5.720616382282e-01  7.639133534902e-01  -4.338022835577e+00  1.220892579535e+00
4.838966653580e-01  -5.223864784524e-01  6.468893429237e-01  -3.688495121648e+00  1.262464011102e+00
5.665364961185e-01  -4.734806417404e-01  5.430337100830e-01  -3.135173624801e+00  1.302709638377e+00
6.632895500465e-01  -4.251593738297e-01  4.614674396659e-01  -2.663532187623e+00  1.341533692433e+00
7.765660821766e-01  -3.767618310725e-01  3.968165231669e-01  -2.260592680866e+00  1.378737770505e+00
9.091879706908e-01  -3.280022286215e-01  3.408672147505e-01  -1.915997289318e+00  1.413999458703e+00
1.064459013883e+00  -2.792712816642e-01  2.886232716123e-01  -1.621687252235e+00  1.446948331677e+00
1.246247232436e+00  -2.314745282247e-01  2.390340799427e-01  -1.371107682295e+00  1.477264626207e+00
1.459081227268e+00  -1.856822887664e-01  1.932479853064e-01  -1.158557640506e+00  1.504747415204e+00
1.708262993376e+00  -1.428263836821e-01  1.527732531103e-01  -9.788671203086e-01  1.529336093373e+00
2.000000000000e+00  -1.035422689931e-01  1.185025479709e-01  -8.273188250105e-01  1.551095381028e+00
