===================
num       60
===================
===================
===================
        2         0           2           6    1.000000    0.000000   
        0         0           1           6    0.512500    0.000000   
        1         0           0           6    0.512500    0.000000   
        0         0           0           6    0.012500    -0.000000   
        1         0           1           6    0.012500    0.000000   
        2         0           2           5    1.000000    0.000000   
        0         0           1           5    0.512500    0.000000   
        1         0           0           5    0.512500    0.000000   
        0         0           0           5    -0.006250    -0.010825   
        1         0           1           5    -0.006250    0.010825   
        2         0           2           4    1.000000    0.000000   
        0         0           1           4    0.512500    0.000000   
        1         0           0           4    0.512500    0.000000   
        0         0           0           4    -0.006250    0.010825   
        1         0           1           4    -0.006250    -0.010825   
        2         1           2           2    1.000000    0.000000   
        0         1           1           2    0.512500    0.000000   
        1         1           0           2    0.512500    0.000000   
        0         1           0           2    0.012500    -0.000000   
        1         1           1           2    0.012500    0.000000   
        2         1           2           3    1.000000    0.000000   
        0         1           1           3    0.512500    0.000000   
        1         1           0           3    0.512500    0.000000   
        0         1           0           3    -0.006250    -0.010825   
        1         1           1           3    -0.006250    0.010825   
        2         1           2           4    1.000000    0.000000   
        0         1           1           4    0.512500    0.000000   
        1         1           0           4    0.512500    0.000000   
        0         1           0           4    -0.006250    0.010825   
        1         1           1           4    -0.006250    -0.010825   
        2         2           2           3    1.000000    0.000000   
        0         2           1           3    0.512500    0.000000   
        1         2           0           3    0.512500    0.000000   
        0         2           0           3    -0.006250    0.010825   
        1         2           1           3    -0.006250    -0.010825   
        2         2           2           4    1.000000    0.000000   
        0         2           1           4    0.512500    0.000000   
        1         2           0           4    0.512500    0.000000   
        0         2           0           4    -0.006250    -0.010825   
        1         2           1           4    -0.006250    0.010825   
        2         3           2           4    1.000000    0.000000   
        0         3           1           4    0.512500    0.000000   
        1         3           0           4    0.512500    0.000000   
        0         3           0           4    0.012500    -0.000000   
        1         3           1           4    0.012500    0.000000   
        2         4           2           6    1.000000    0.000000   
        0         4           1           6    0.512500    0.000000   
        1         4           0           6    0.512500    0.000000   
        0         4           0           6    -0.006250    -0.010825   
        1         4           1           6    -0.006250    0.010825   
        2         4           2           5    1.000000    0.000000   
        0         4           1           5    0.512500    0.000000   
        1         4           0           5    0.512500    0.000000   
        0         4           0           5    0.012500    -0.000000   
        1         4           1           5    0.012500    0.000000   
        2         5           2           6    1.000000    0.000000   
        0         5           1           6    0.512500    0.000000   
        1         5           0           6    0.512500    0.000000   
        0         5           0           6    -0.006250    0.010825   
        1         5           1           6    -0.006250    -0.010825   
