===================
num       21
===================
===================
===================
        2         0    -0.000000    0.000000
        0         0    -0.000000    0.000000
        1         0    -0.000000    0.000000
        2         1    -0.000000    0.000000
        0         1    -0.000000    0.000000
        1         1    -0.000000    0.000000
        2         2    0.000000    0.000000
        0         2    -0.000000    0.000000
        1         2    -0.000000    0.000000
        2         3    0.000000    0.000000
        0         3    -0.000000    0.000000
        1         3    -0.000000    0.000000
        2         4    0.000000    0.000000
        0         4    -0.000000    0.000000
        1         4    -0.000000    0.000000
        2         5    0.000000    0.000000
        0         5    -0.000000    0.000000
        1         5    -0.000000    0.000000
        2         6    0.000000    0.000000
        0         6    -0.000000    0.000000
        1         6    -0.000000    0.000000
