===================
num       36
===================
===================
===================
        2         0           2           1    1.000000    0.000000   
        0         0           1           1    0.500000    0.000000   
        1         0           0           1    0.500000    0.000000   
        2         0           2           2    1.000000    0.000000   
        0         0           1           2    0.500000    0.000000   
        1         0           0           2    0.500000    0.000000   
        2         1           2           2    1.000000    0.000000   
        0         1           1           2    0.500000    0.000000   
        1         1           0           2    0.500000    0.000000   
        2         2           2           5    1.000000    0.000000   
        0         2           1           5    0.500000    0.000000   
        1         2           0           5    0.500000    0.000000   
        2         2           2           3    1.000000    0.000000   
        0         2           1           3    0.500000    0.000000   
        1         2           0           3    0.500000    0.000000   
        2         3           2           5    1.000000    0.000000   
        0         3           1           5    0.500000    0.000000   
        1         3           0           5    0.500000    0.000000   
        2         4           2           7    1.000000    0.000000   
        0         4           1           7    0.500000    0.000000   
        1         4           0           7    0.500000    0.000000   
        2         4           2           5    1.000000    0.000000   
        0         4           1           5    0.500000    0.000000   
        1         4           0           5    0.500000    0.000000   
        2         5           2           7    1.000000    0.000000   
        0         5           1           7    0.500000    0.000000   
        1         5           0           7    0.500000    0.000000   
        2         6           2           8    1.000000    0.000000   
        0         6           1           8    0.500000    0.000000   
        1         6           0           8    0.500000    0.000000   
        2         6           2           7    1.000000    0.000000   
        0         6           1           7    0.500000    0.000000   
        1         6           0           7    0.500000    0.000000   
        2         7           2           8    1.000000    0.000000   
        0         7           1           8    0.500000    0.000000   
        1         7           0           8    0.500000    0.000000   
