# Site information for triangular lattice cluster: cluster_5_order_3
# site_id, matrix_index, sublattice_index, x, y, z
# (sublattice_index is always 0 for triangular lattice)

0 0 0 -0.500000 -0.866025 0.000000
1 1 0 0.000000 0.000000 0.000000
2 2 0 0.500000 0.866025 0.000000
3 3 0 0.500000 -0.866025 0.000000
4 4 0 1.000000 0.000000 0.000000
5 5 0 -1.000000 0.000000 0.000000
6 6 0 -0.500000 0.866025 0.000000
