# Site information for triangular lattice cluster: cluster_4_order_3
# site_id, matrix_index, sublattice_index, x, y, z
# (sublattice_index is always 0 for triangular lattice)

0 0 0 -1.142857 0.247436 0.000000
1 1 0 -0.642857 1.113461 0.000000
2 2 0 -0.142857 0.247436 0.000000
3 3 0 -0.642857 -0.618590 0.000000
4 4 0 0.857143 0.247436 0.000000
5 5 0 0.357143 -0.618590 0.000000
6 6 0 1.357143 -0.618590 0.000000
